# b6090c78-2c38-489a-9705-9f7a69b9fcd5,,
# 603fd3987364b09f9aacb70d1ed12c268e24dd56,,
# s_m,x_m,y_m
71.9865991,40.47665794599587,5.036769244334917
72.1865619,40.533553459752525,5.259492231148122
72.3865247,40.590438848333655,5.482224925395216
72.5864874,40.64731567504627,5.704967001434501
72.7864502,40.70418547106608,5.927718117037806
72.9864130,40.76104987258233,6.15047785083471
73.1863758,40.817910329810296,6.373245700195661
73.3863385,40.87476839190129,6.5960211505810555
73.5863013,40.931625559857544,6.818804032491786
73.7862641,40.98848349517048,7.041594061051553
73.9862269,41.04534372019874,7.264390575551134
74.1861896,41.1022076875463,7.4871931319558795
74.3861524,41.159076993916365,7.710001566692176
74.5861152,41.215953249768496,7.932815528634709
74.7860780,41.27283799163256,8.155634510704743
74.9860407,41.329732724465224,8.378457977274879
75.1860035,41.38663893764167,8.601285537966666
75.3859663,41.443558220676714,8.824117021805721
75.5859291,41.50049218872882,9.04695202648777
75.7858918,41.557442323898265,9.269789935687562
75.9858546,41.61441012587752,9.49263040930593
76.1858174,41.6713972021262,9.715473216792589
76.3857802,41.728405125894675,9.938317917312872
76.5857429,41.785435102962204,10.161162538973397
76.7857057,41.842487112184415,10.384003318827267
76.9856685,41.89956047585791,10.606838337069332
77.1856313,41.95665520245988,10.829667815908362
77.3855940,42.01377129508806,11.052491641848963
77.5855568,42.0709085842519,11.27530956782616
77.7855196,42.12806697017141,11.498121686762474
77.9854824,42.18524642493779,11.720928128192885
78.1854451,42.24244689454298,11.943728911099063
78.3854079,42.299668321487694,12.166524056495621
78.5853707,42.35691065633472,12.38931358646695
78.7853335,42.41417383359055,12.612097458235526
78.9852962,42.47145776006501,12.834875638790106
79.1852590,42.52876236657384,13.057648184602249
79.3852218,42.58608760398087,13.280415144616153
79.5851846,42.643433409082114,13.503176522356963
79.7851473,42.70079971473283,13.725932324284656
79.9851101,42.75818645695135,13.948682568359823
80.1850729,42.8155935764936,14.171427285861133
80.3850357,42.873021015763,14.394166480305353
80.5849984,42.930468689828984,14.61690009300133
80.7849612,42.98793650612459,14.839628159094891
80.9849240,43.0454244367308,15.06235082291384
81.1848868,43.10293245875033,15.285068099082666
81.3848495,43.16046048869528,15.507779899274254
81.5848123,43.218008424645866,15.730486145218219
81.7847751,43.275576166344784,15.95318688724461
81.9847379,43.333163704922214,16.175882376006815
82.1847006,43.390771058955025,16.39857259544803
82.3846634,43.44839807633428,16.62125724803327
82.5846262,43.50604462061174,16.843936435799243
82.7845890,43.56371072803138,17.066610436622444
82.9845517,43.62139637103965,17.289279158228894
83.1845145,43.67910142176538,17.511942472049874
83.3844773,43.73682581100147,17.7346004562724
83.5844401,43.7945694932083,17.95725314703942
83.7844028,43.8523323839196,18.17990050983218
83.9843656,43.91011441836262,18.402542639197954
84.1843284,43.96791558830606,18.62517963432076
84.3842912,44.02573582933308,18.84781137367916
84.5842539,44.083575016138866,19.070437793409933
84.7842167,44.141433102665076,19.293059042101948
84.9841795,44.19931006405222,19.515675138258246
85.1841423,44.25720579722301,19.738285984790235
85.3841050,44.31512024316308,19.960891753983738
85.5840678,44.37305342702283,20.18349249845499
85.7840306,44.43100511919011,20.406087506080436
85.9839934,44.48897443198076,20.62867454275064
86.1839561,44.54695924693898,20.851249998194675
86.3839189,44.604956832269465,21.073812542102182
86.5838817,44.662965324044215,21.296363227161848
86.7838445,44.72098287312119,21.518902591168835
86.9838072,44.77900742809636,21.741430895690765
87.1837700,44.83703698719618,21.963948673940546
87.3837328,44.89506959878103,22.18645651177611
87.5836956,44.953103300138324,22.408954932488037
87.7836583,45.01113610597941,22.631444365195485
87.9836211,45.06916593930068,22.85392525240544
88.1835839,45.12719089313008,23.07639827167432
88.3835467,45.185209025092284,23.298864102021685
88.5835095,45.2432184126709,23.521323051027448
88.7834722,45.30121697789509,23.743775525170932
88.9834350,45.359202749621495,23.966222142989746
89.1833978,45.4171738068707,24.188663468649064
89.3833606,45.4751281848432,24.411100010424384
89.5833233,45.533063922137636,24.633532295450117
89.7832861,45.59097906136313,24.85596081382942
89.9832489,45.64887160270462,25.078385974937497
90.1832117,45.706739540367415,25.30080831665961
90.3831744,45.764580955724306,25.523228510515125
90.5831372,45.82239391097636,25.745646984744656
90.7831000,45.880176361990664,25.968064095251957
90.9830628,45.93792635214499,26.190480565267546
91.1830255,45.99564203300942,26.41289704531754
91.3829883,46.053321420230674,26.63531378255688
91.5829511,46.11096246309908,26.857731188758546
91.7829139,46.168563225388375,27.080149942641537
91.9828766,46.22612179536355,27.302570602210878
92.1828394,46.28363621866278,27.524993616945753
92.3828022,46.341104523480006,27.747419432172094
92.5827650,46.39852473593691,27.969848558510837
92.7827277,46.45589493816241,28.192281589293007
92.9826905,46.513213184469805,28.414718815654602
93.1826533,46.57047730831614,28.637160527167033
93.3826161,46.627685590951145,28.859608709352578
93.5825788,46.68483736948427,29.082063687066768
93.7825416,46.74192892338232,29.30451907450326
93.9825044,46.79895459732937,29.526982301907914
94.1824672,46.855922876711205,29.749478084677058
94.3824299,46.91283974436369,29.9719522529995
94.5823927,46.969649665197345,30.194349085595572
94.7823555,47.026384072585834,30.416965367719797
94.9823183,47.08318474215952,30.6397129274284
95.1822810,47.13962522950174,30.860962469499473
95.3822438,47.19449899501737,31.078081402766827
95.5822066,47.24576938040623,31.28816691185955
95.7821694,47.29107993138754,31.49010923375472
95.9821321,47.3290796656507,31.68437296605046
96.1820949,47.358572201819975,31.87032250808557
96.3820577,47.378203845613086,32.04871112020293
96.5820205,47.38762359049234,32.22566357641635
96.7819832,47.387811055897956,32.40666470152994
96.9819460,47.37928678135281,32.59339813523152
97.1819088,47.362695384117885,32.786734311253696
97.3818716,47.33916064453629,32.98615025111723
97.5818343,47.310465087893036,33.1868774544777
97.7817971,47.27706192820779,33.38251108071112
97.9817599,47.238942075900354,33.567789796989594
98.1817227,47.19530496584265,33.73895567885981
98.3816854,47.1455238227988,33.894563715609515
98.5816482,47.08974006958027,34.03331322277275
98.7816110,47.02790470638355,34.15495884420978
98.9815738,46.955644821512884,34.266395580706714
99.1815365,46.869178433577844,34.375256500594155
99.3814993,46.76835315936367,34.48179662520405
99.5814621,46.65423655565822,34.58467353450884
99.7814249,46.52835245356946,34.682468855459376
99.9813876,46.3919803944207,34.77425147866395
100.1813504,46.24592904373089,34.85964382850195
100.3813132,46.09045726918095,34.93868144843223
100.5812760,45.92579747845986,35.01172801730611
100.7812387,45.75249102997427,35.07904549889171
100.9812015,45.57115842260474,35.14103438096848
101.1811643,45.38242700698555,35.198153122751606
101.3811271,45.18692874023731,35.250969815488475
101.5810898,44.98522210806073,35.30013516913444
101.7810526,44.77779036378441,35.34635971182799
101.9810154,44.56501716572335,35.39041480612311
102.1809782,44.34729891760231,35.43317713373484
102.3809409,44.126222626760374,35.475388196365664
102.5809037,43.90402828383623,35.517000520495536
102.7808665,43.68162443996059,35.55776539988377
102.9808293,43.45901790463255,35.597674259928674
103.1807920,43.23620978880196,35.63675573768241
103.3807548,43.01319890292824,35.675026670588046
103.5807176,42.789980452401814,35.71249887304571
103.7806804,42.566556346691854,35.74919413748915
103.9806431,42.34292667801335,35.78511819428373
104.1806059,42.11907164327175,35.820302260150854
104.3805687,41.8949978792976,35.8547638150608
104.5805315,41.670813782125116,35.88852562816923
104.7804942,41.44682670022956,35.921529237076314
104.9804570,41.22348985228102,35.95359550416092
105.1804198,41.00098415635879,35.98444791649292
105.3803826,40.77924825425184,36.01387997186653
105.5803453,40.55826357334073,36.041705306066454
105.7803081,40.338035892039095,36.067716439195635
105.9802709,40.11856792507291,36.091710996704705
106.1802337,39.899863444552906,36.113489589005695
106.3801965,39.681931298076286,36.13285032854228
106.5801592,39.46482515709947,36.149595286645095
106.7801220,39.24858714369384,36.16350689688122
106.9800848,39.03309311432521,36.17438054375518
107.1800476,38.818087357221195,36.1820748583058
107.3800103,38.603223335247485,36.186516224580124
107.5799731,38.3883709365729,36.18773532608048
107.7799359,38.17366395228064,36.18569242517983
107.9798987,37.958894625917075,36.18031224167709
108.1798614,37.74436937263674,36.17179577893686
108.3798242,37.53298959939229,36.1602973100541
108.5797870,37.32784394719275,36.14488557760042
108.7797498,37.13014432140441,36.12455852616246
108.9797125,36.94122542241678,36.09854764015561
109.1796753,36.76212104329878,36.06587258269017
109.3796381,36.58857991346236,36.02435970120471
109.5796009,36.41351000097473,35.97264040875327
109.7795636,36.2315373693631,35.909819598362574
109.9795264,36.03944623351955,35.83677588377566
110.1794892,35.83729523873506,35.755848024119636
110.3794520,35.62474249172519,35.66953457604111
110.5794147,35.40157560943959,35.58050046929986
110.7793775,35.172713062426794,35.49320763865027
110.9793403,34.944901589825086,35.41011675708917
111.1793031,34.720335937119245,35.33085321514429
111.3792658,34.49934837307243,35.25434823908741
111.5792286,34.28211604323959,35.17963838910203
111.7791914,34.07004625245595,35.10639000997056
111.9791542,33.86561108481705,35.03384246206761
112.1791169,33.670327563252016,34.96073165758973
112.3790797,33.4853416022078,34.886071318005456
112.5790425,33.31256861820353,34.80927829802999
112.7790053,33.15095444165024,34.727961162121495
112.9789680,32.99458577692241,34.638496074732565
113.1789308,32.837571982711474,34.538027383748755
113.3788936,32.67574890284495,34.42523914758718
113.5788564,32.50719003012014,34.30100835897322
113.7788191,32.33189159343381,34.16800713311866
113.9787819,32.151789552881255,34.03023900405765
114.1787447,31.971200189774358,33.89201324335779
114.3787075,31.795547492511552,33.7568474057935
114.5786702,31.628009046050234,33.62442834235582
114.7786330,31.468723943094393,33.49320772321662
114.9785958,31.318782602384303,33.36284808843003
115.1785586,31.178405191145742,33.23155900423359
115.3785213,31.04400970583516,33.09487248285578
115.5784841,30.911800081331396,32.95005790035974
115.7784469,30.780278337368607,32.79664819450427
115.9784097,30.64844584429906,32.63499696469707
116.1783724,30.515765722536415,32.46620917421468
116.3783352,30.382410587304776,32.292343783161975
116.5782980,30.249131904857908,32.11534008374336
116.7782608,30.116529723750723,31.93654139101282
116.9782235,29.984972054238636,31.756453962924382
117.1781863,29.854272552609192,31.57496753361254
117.3781491,29.72423610548732,31.392149264336435
117.5781119,29.59479403560284,31.208130864433873
117.7780746,29.465845217133467,31.022989141814776
117.9780374,29.33726051849691,30.83680362116447
118.1780002,29.208936880328356,30.64965970810959
118.3779630,29.080756750025827,30.461627757305482
118.5779257,28.95259186152691,30.272797928232436
118.7778885,28.824416796528244,30.083409832352967
118.9778513,28.696310020960333,29.893696908797338
119.1778141,28.56831244584502,29.703760320941434
119.3777768,28.44042734785337,29.51364035966134
119.5777396,28.31263204114863,29.323343495296065
