# b6090c78-2c38-489a-9705-9f7a69b9fcd5,,
# 603fd3987364b09f9aacb70d1ed12c268e24dd56,,
# s_m,x_m,y_m
119.7777024,28.184901652708223,29.13287986240576
119.9776652,28.057227001983,28.942259192716925
120.1776279,27.92958287263079,28.751499171381454
120.3775907,27.80195246576786,28.560610147160883
120.5775535,27.67431123864535,28.36960856471908
120.7775163,27.54664445540086,28.178504536640116
120.9774790,27.418932999567303,27.98731097507933
121.1774418,27.29115940618973,27.796039534065407
121.3774046,27.163303003380005,27.604703894148813
121.5773674,27.035345489815167,27.41331612664948
121.7773301,26.907266923125263,27.221889613155543
121.9772929,26.779048195728137,27.03043760278652
122.1772557,26.65067102334321,26.83897222908551
122.3772185,26.522115885356513,26.64750585792699
122.5771812,26.393364170936383,26.456052497933147
122.7771440,26.26439762441977,26.26462555235927
122.9771068,26.135193910302135,26.073232962547568
123.1770696,26.005736236999475,25.88189540151023
123.3770324,25.876031278777713,25.690657508674565
123.5769951,25.746098650202057,25.499560140270503
123.7769579,25.61595625410515,25.308627424900926
123.9769207,25.485615334182373,25.11786315239442
124.1768835,25.35507770141429,24.92726018326213
124.3768462,25.22434720433614,24.73681567953907
124.5768090,25.09342906963306,24.54652787292657
124.7767718,24.962327729365533,24.356393768831452
124.9767346,24.831047448874067,24.166410371036942
125.1766973,24.699592679175964,23.976574950006857
125.3766601,24.56796795254663,23.78688485566063
125.5766229,24.436177821750835,23.597337361831695
125.7765857,24.30422668945449,23.40792951625438
125.9765484,24.17211887483182,23.218658351780206
126.1765112,24.03985875178405,23.02952100509847
126.3764740,23.907450758854903,22.840514705807227
126.5764368,23.77489939371202,22.651636689658122
126.7763995,23.64220903270259,22.462883977755844
126.9763623,23.509383953345985,22.27425356063723
127.1763251,23.376428559883948,22.085742621651644
127.3762879,23.24334727258386,21.89734828345247
127.5762506,23.110144386622174,21.709067525391585
127.7762134,22.976824238406753,21.520897445103127
127.9761762,22.843391266096404,21.332835212196144
128.1761390,22.70984983446202,21.144877849693067
128.3761017,22.576204221761582,20.957022309082348
128.5760645,22.442458693149945,20.769265557859093
128.7760273,22.3086175364365,20.581604634724176
128.9759901,22.174685109663454,20.394036645821842
129.1759528,22.040665741336866,20.206558612562688
129.3759156,21.906563701168515,20.019167504391373
129.5758784,21.772383309825933,19.83186037240828
129.7758412,21.63812889369693,19.64463422435639
129.9758039,21.503804629604737,19.45748594064486
130.1757667,21.369414264704133,19.2704128401838
130.3757295,21.234962656870167,19.08341169507539
130.5756923,21.10045408774514,18.896479419812323
130.7756550,20.96589278752246,18.709612798732973
130.9756178,20.831283056737607,18.522808945887714
131.1755806,20.69662915189903,18.336065002722524
131.3755434,20.561935500003163,18.149377564885135
131.5755061,20.42720592680934,17.96274385241329
131.7754689,20.292445127493785,17.776160763429157
131.9754317,20.157656996741146,17.58962504376622
132.1753945,20.022845266108963,17.403133689035656
132.3753572,19.888015192854283,17.216685152657277
132.5753200,19.75316927976184,17.030272089742837
132.7752828,19.61829950421784,16.84387803098433
132.9752456,19.483394865136393,16.657491988136098
133.1752083,19.348448578049,16.471112327028752
133.3751711,19.213456075894047,16.28474068263164
133.5751339,19.078414072812482,16.098380446386802
133.7750967,18.943319150631087,15.912034427416387
133.9750594,18.808167719372527,15.725705082896853
134.1750222,18.672955797018037,15.539394964047398
134.3749850,18.537679700481192,15.353106761965867
134.5749478,18.40233593358003,15.166843401841785
134.7749105,18.2669207090288,14.980607544418033
134.9748733,18.13143028128707,14.794401609095567
135.1748361,17.995860815463914,14.608228506814873
135.3747989,17.860208756193856,14.422091143028869
135.5747616,17.724470557233033,14.235992356777478
135.7747244,17.58864183435303,14.04993464851129
135.9746872,17.452718672307906,13.86392003906641
136.1746500,17.31669882694831,13.67795359069194
136.3746127,17.18057951732577,13.492037548295617
136.5745755,17.044349729400757,13.306164989736631
136.7745383,16.908009302236138,13.120351202716453
136.9745011,16.771584279637004,12.934630249695564
137.1744638,16.635022226140467,12.748913003985152
137.3744266,16.49808303985566,12.562952385003557
137.5743894,16.360107145949794,12.37610558776264
137.7743522,16.220184198903024,12.187946005435581
137.9743149,16.077776127581398,11.998730500866916
138.1742777,15.932479838056539,11.808865820859769
138.3742405,15.783831885810725,11.618706431483234
138.5742033,15.631365878364113,11.428641918374494
138.7741660,15.474636596144142,11.239108632353386
138.9741288,15.313216410940795,11.050579581209274
139.1740916,15.14669765952892,10.863553967506766
139.3740544,14.974676140374932,10.67854775734105
139.5740171,14.79686484592734,10.496207926998853
139.7739799,14.613179251893362,10.317280673318287
139.9739427,14.423762948948651,10.142572852514366
140.1739055,14.228763398499204,9.972643708159321
140.3738682,14.027572669617458,9.807411528049244
140.5738310,13.819875906428717,9.647536083641562
140.7737938,13.60720246900878,9.494625743281501
140.9737566,13.38295531545765,9.344024061882482
141.1737194,13.127781329408599,9.190747298841247
141.3736821,12.82895168927749,9.04482621168839
141.5736449,12.495186314893946,8.927721834719405
141.7736077,12.170118189594655,8.857335822828139
141.9735705,11.888849740336683,8.819101310985356
142.1735332,11.637230869225572,8.793258217981379
142.3734960,11.395115408034826,8.772150017610864
142.5734588,11.153050807226744,8.753812042264009
142.7734216,10.908910944523834,8.738828500830813
142.9733843,10.664325268004674,8.727485274954416
143.1733471,10.419320870972493,8.719775069324418
143.3733099,10.173589097786566,8.715854629983266
143.5732727,9.927264412663057,8.715901475616255
143.7732354,9.680463364169,8.720053561164962
143.9731982,9.433218507682565,8.72846056571842
144.1731610,9.185629099441671,8.74127797304468
144.3731238,8.937736755619987,8.75864846112939
144.5730865,8.689330224607554,8.78077990768797
144.7730493,8.440218324666972,8.808009751520645
144.9730121,8.190403220424898,8.840715686345318
145.1729749,7.9399905510582585,8.879303558675339
145.3729376,7.689168195964929,8.924178178166239
145.5729004,7.438143295193146,8.975749605310197
145.7728632,7.187160650589892,9.034432788408084
145.9728260,6.936511676454288,9.100638992538872
146.1727887,6.68654361786987,9.174766307979477
146.3727515,6.437647984532727,9.257193316523296
146.5727143,6.190269529931426,9.348269536005
146.7726771,5.945479253506915,9.448054943982141
146.9726398,5.706438815593011,9.555196292993353
147.1726026,5.4755235875754105,9.66700701222264
147.3725654,5.252480409799933,9.781604113551385
147.5725282,5.036693270564244,9.897434442378191
147.7724909,4.827622481961616,10.012909719970391
147.9724537,4.623348315366731,10.127314343239904
148.1724165,4.421122671504904,10.241248688912604
148.3723793,4.217634415831117,10.35639065611759
148.5723420,4.010985137753604,10.474947515432893
148.7723048,3.8018054339650798,10.597953837528015
148.9722676,3.5909240819165626,10.72619165336054
149.1722304,3.3788389592544794,10.860749862906058
149.3721931,3.166179652304568,11.002786914218682
149.5721559,2.953811036016306,11.15343304154708
149.7721187,2.7428251350046993,11.313742694852072
149.9720815,2.5345711552930865,11.484591849932118
150.1720442,2.3306390303294577,11.666567472577917
150.3720070,2.133348533233286,11.85927821503064
150.5719698,1.9448604719133313,12.061309088627887
150.7719326,1.7659203097848704,12.271815964896602
150.9718953,1.5965811784907622,12.490886399694286
151.1718581,1.4368866780056713,12.719082843204898
151.3718209,1.2882072710421637,12.955692191733158
151.5717837,1.152600673227054,13.197025137565497
151.7717464,1.0304515043807174,13.438953696220606
151.9717092,0.9205654130353377,13.678632772092238
152.1716720,0.8209989539077438,13.914077856681729
152.3716348,0.7294559758033724,14.144356590092936
152.5715975,0.6435809301664666,14.369622327926102
152.7715603,0.5607857597640007,14.592313995490372
152.9715231,0.47906935690049895,14.817012244429288
153.1714859,0.3985837127068426,15.046312314035504
153.3714486,0.32040461595109926,15.280170370051486
153.5714114,0.2454562252532869,15.51885231229952
153.7713742,0.17498826751214397,15.761920770109308
153.9713370,0.11038548227336699,16.00663856599727
154.1712997,0.051758885509272316,16.250475361739188
154.3712625,-0.0015201699031280992,16.492806171845316
154.5712253,-0.050173300989706626,16.733336374619014
154.7711881,-0.09492364363928339,16.971841404782925
154.9711508,-0.13648293037617962,17.20812766631293
155.1711136,-0.17555332731232162,17.44204738295015
155.3710764,-0.21281792704793348,17.673497657988985
155.5710392,-0.24892328243297432,17.902340614562224
155.7710019,-0.28442952029809676,18.128425096424692
155.9709647,-0.32005319353340234,18.3518817153508
156.1709275,-0.3565070034756571,18.573325243182833
156.3708903,-0.39442911482278303,18.794381470688414
156.5708530,-0.43372826436933976,19.01652424749101
156.7708158,-0.47404584863960875,19.239883270682554
156.9707786,-0.5151043980310157,19.4643925011068
157.1707414,-0.5566184715405063,19.690144310946494
157.3707041,-0.5982805178366407,19.91720995827922
157.5706669,-0.6398167712191357,20.145626894730164
157.7706297,-0.6809242754559818,20.37545036927168
157.9705925,-0.7212928145200428,20.606738488528134
158.1705552,-0.7606051830158637,20.839543923307744
158.3705180,-0.7985376246243173,21.07391558062299
158.5704808,-0.8347592573022096,21.309897044068375
158.7704436,-0.8689319967483908,21.547525313439202
158.9704064,-0.900710143772791,21.78682575997906
159.1703691,-0.9297413403651755,22.027812006324776
159.3703319,-0.9556674839556634,22.270482576148687
159.5702947,-0.9781254143848571,22.51482175315564
159.7702575,-0.996746937299425,22.760783337896214
159.9702202,-1.011167477816958,23.008300469494696
160.1701830,-1.0210247598501412,23.25731819092727
160.3701458,-1.0259461636019171,23.50770739894799
160.5701086,-1.025583843917628,23.759273228297598
160.7700713,-1.0194717331253706,24.015797847392914
160.9700341,-1.004479354164208,24.2861145267271
161.1699969,-0.9735385345229565,24.576038508864272
161.3699597,-0.9172441387794021,24.886209867518676
161.5699224,-0.8228903806987234,25.216664917642667
161.7698852,-0.6767022143443967,25.55605347410962
161.9698480,-0.4785834608772629,25.876407177263232
162.1698108,-0.24721482656436486,26.15358582834715
162.3697735,-0.0069626447259060545,26.380624238398767
162.5697363,0.23187233086380857,26.571019883632502
162.7696991,0.4756809640310449,26.73924348141015
162.9696619,0.7257057377233401,26.889087442323504
163.1696246,0.9816534025383733,27.022571068715106
163.3695874,1.2475931352893006,27.141984016083562
163.5695502,1.527316204730952,27.246380070779928
163.7695130,1.821848264549034,27.332566917989276
163.9694757,2.1331353467177907,27.39665856125233
164.1694385,2.4609755462055203,27.432517238530842
164.3694013,2.7962952464788513,27.434009258771805
164.5693641,3.1264382487374687,27.40082850522252
164.7693268,3.4417913587037665,27.337534347373932
164.9692896,3.7386681669006223,27.2511603692981
165.1692524,4.0186311340939795,27.146808773782137
165.3692152,4.2832832003220185,27.028315961308877
165.5691779,4.533818989693881,26.898860477387338
165.7691407,4.771063857952427,26.76140722485067
165.9691035,4.995875868223264,26.61874449801836
166.1690663,5.209245162213528,26.473455936216055
166.3690290,5.412422991441347,26.327804190268726
166.5689918,5.606789201809382,26.18368165270957
166.7689546,5.793646976838188,26.0427624610651
166.9689174,5.974079775904969,25.906334940250098
167.1688801,6.149302564032544,25.775802001718407
167.3688429,6.320204257077448,25.652508880691805
167.5688057,6.48738116592,25.53770377191595
167.7687685,6.652477809447148,25.431855410104266
167.9687312,6.817358711817582,25.33454918107719
168.1686940,6.983207090244581,25.245572032841928
168.3686568,7.150344450661124,25.164978666304965
168.5686196,7.3181655095946,25.093295214008965
168.7685823,7.485959183386148,25.03118225556134
168.9685451,7.653156613236644,24.97917695453095
169.1685079,7.81915472397897,24.93774615289725
169.3684707,7.983281437824828,24.907275236538425
169.5684334,8.14490750626673,24.88806581429712
169.7683962,8.303634622742713,24.88033684358746
169.9683590,8.45952367103828,24.884163144236407
170.1683218,8.61248624267599,24.899552592436176
170.3682845,8.761890174279817,24.926394218500132
170.5682473,8.906132072064935,24.964282241332246
170.7682101,9.042860596152414,25.012511275475422
170.9681729,9.169312998424823,25.069861550920958
171.1681356,9.285011343772151,25.13644485268713
171.3680984,9.393564917888938,25.21437388691694
171.5680612,9.498328106084545,25.306048122437456
171.7680240,9.601053548995658,25.41315445800683
171.9679867,9.701305964572976,25.535012503301978
172.1679495,9.797586385147012,25.669659078859105
172.3679123,9.888511472294185,25.814618752574926
172.5678751,9.972703600464035,25.967324615025824
172.7678378,10.049007346087429,26.12539548377921
172.9678006,10.116688859951172,26.287694357157406
173.1677634,10.17567953983406,26.453943552331168
173.3677262,10.225880180559436,26.623586437023253
173.5676889,10.26711077273975,26.79597361063393
173.7676517,10.299252800935657,26.970512051877755
173.9676145,10.322209950301582,27.14662483700325
174.1675773,10.335906393441572,27.32371779153925
174.3675400,10.340307669544979,27.50112052630202
174.5675028,10.335360963331572,27.678234041243112
174.7674656,10.320989720144675,27.85492695659527
174.9674284,10.297260936521553,28.03120245600175
175.1673911,10.264262050708222,28.206888879283095
175.3673539,10.22216803399449,28.381599545822144
175.5673167,10.171209185903217,28.554713462561192
175.7672795,10.111598327418635,28.725653385663534
175.9672422,10.043570839968021,28.893890426865354
176.1672050,9.967387478877606,29.058855043715592
176.3671678,9.883286540368715,29.2200108214919
176.5671306,9.79152042898616,29.3769321443423
176.7670934,9.692542767386037,29.528972348089503
176.9670561,9.586554010792812,29.675521501076844
177.1670189,9.471793384746507,29.818361836933725
177.3669817,9.346539032396098,29.960704538958808
177.5669445,9.210572316452012,30.10424826400757
177.7669072,9.064446754310417,30.25014469036926
177.9668700,8.909238363437996,30.39927926229719
178.1668328,8.746633011828756,30.552425510807673
178.3667956,8.578925088944855,30.709871182943942
178.5667583,8.409503256814862,30.86994066715459
178.7667211,8.240918767312282,31.0302765067259
178.9666839,8.073289752473267,31.1903877553321
179.1666467,7.906302096110949,31.35040356417401
179.3666094,7.739894053837109,31.510208461926453
179.5665722,7.573681025257974,31.669982214575505
179.7665350,7.4072175969798915,31.830238376981033
179.9664978,7.2404560373737805,31.991270121343913
180.1664605,7.073528451500856,32.15319270386202
180.3664233,6.906557439199907,32.31613115758628
180.5663861,6.739666991873134,32.480213528596764
180.7663489,6.572986011497883,32.64556550121337
180.9663116,6.406644856686876,32.812313657654556
181.1662744,6.24077681180372,32.980585360629256
181.3662372,6.075518763120167,33.1505078516516
181.5662000,5.911012335600692,33.322207409335185
181.7661627,5.747403140548459,33.49580996548382
181.9661255,5.584842156328515,33.67144019217496
182.1660883,5.423486217211253,33.8492206049565
182.3660511,5.263498283638322,34.02927110982286
182.5660138,5.105047947667347,34.211707780706874
182.7659766,4.948309471818458,34.396645104721685
182.9659394,4.793467917028707,34.58418943219751
183.1659022,4.6407181098082075,34.77443486276424
183.3658649,4.490246143097514,34.96748392907335
183.5658277,4.342246893385244,35.16344425799846
183.7657905,4.196991707435189,35.362322806019236
183.9657533,4.05466509327969,35.56416142556747
184.1657160,3.9151978197932524,35.76945836202029
184.3656788,3.7785205629650753,35.97915378425323
184.5656416,3.6447547603286683,36.19444978763466
184.7656044,3.5146562366722,36.41621742792186
184.9655671,3.3893491954460013,36.64472576795136
185.1655299,3.2698080171514805,36.88053893052885
185.3654927,3.1575937618362904,37.12343973020844
185.5654555,3.055017930166562,37.37004292906589
185.7654182,2.9626638737094444,37.61634713125175
185.9653810,2.8795810047961257,37.86047130984221
186.1653438,2.8043170085639133,38.10134710612878
186.3653066,2.7352962852157963,38.33857301524362
186.5652693,2.6708985563011924,38.57260121526531
186.7652321,2.609877207046409,38.804328025132506
186.9651949,2.5513393128654456,39.03443913757023
187.1651577,2.494747593210651,39.26325704566593
187.3651204,2.43971287499709,39.49056829289075
187.5650832,2.3858060353351647,39.71616194612723
187.7650460,2.332594709980617,39.939953090443105
187.9650088,2.279663248084192,40.161935299798905
188.1649715,2.226615110926957,40.38199180543189
188.3649343,2.173117494755941,40.59971655082497
188.5648971,2.118460595912915,40.815447562026755
188.7648599,2.061863316944257,41.031000562635846
188.9648226,2.0023501122631107,41.251453107911374
189.1647854,1.940846847862119,41.48329330705854
189.3647482,1.8800952043860308,41.72895521821559
189.5647110,1.8239675858299367,41.988723989787275
189.7646737,1.7766993098176656,42.26319471706868
189.9646365,1.743126928439111,42.55263644851904
190.1645993,1.728659781812009,42.85685324349562
190.3645621,1.7396018722058424,43.17684553739789
190.5645248,1.7850326956379365,43.51438647018329
190.7644876,1.8790633271915083,43.871954169763704
190.9644504,2.038980515954973,44.23666477759636
191.1644132,2.2655324058819155,44.57526886461523
191.3643759,2.5340392014112,44.85663581208159
191.5643387,2.8088979181260947,45.0730030563638
191.7643015,3.072514258827891,45.24130115321733
191.9642643,3.324457615173351,45.37855684653819
192.1642270,3.5617803478105405,45.49412101547762
192.3641898,3.787846225440441,45.59773313377596
192.5641526,4.0167917445110275,45.69855515537977
192.7641154,4.261020440532508,45.798555868735704
192.9640781,4.5279011555762265,45.89474126069115
193.1640409,4.835624713629375,45.98268080731699
193.3640037,5.200080852840514,46.0425042656905
193.5639665,5.6083567843925906,46.042587218320875
193.7639292,6.028167790910149,45.96187934292514
193.9638920,6.42492966034974,45.7986135164647
194.1638548,6.762639224310044,45.57645117028882
194.3638176,7.02598883303335,45.33861815988692
194.5637804,7.224645215605845,45.120491140716
194.7637431,7.383188857968795,44.93280724715286
194.9637059,7.530350948965449,44.759425634907245
195.1636687,7.67827589039863,44.58605890245118
195.3636315,7.826350382666092,44.41299361936532
195.5635942,7.974459920650526,44.24083195378708
195.7635570,8.123006172272778,44.06924761713043
195.9635198,8.27217731619644,43.89798805650307
196.1634826,8.422049487557501,43.72685653883637
196.3634453,8.572640204243013,43.5556882170897
196.5634081,8.723882946755596,43.384343522481394
196.7633709,8.8756798772224,43.21275355319481
196.9633337,9.027937530019708,43.04083533242905
197.1632964,9.18055720504937,42.86848993407503
197.3632592,9.333446781578216,42.69563935999321
197.5632220,9.48651085837439,42.52220384296476
197.7631848,9.639651414262433,42.3480983087644
197.9631475,9.792752737543072,42.1732573816096
198.1631103,9.945596753878691,41.99775047717257
198.3630731,10.097604446239005,41.82218616978932
198.5630359,10.248435118356628,41.64737642203056
198.7629986,10.398237613445655,41.47363348946274
198.9629614,10.547294268773836,41.30115785386093
199.1629242,10.695863583939603,41.13016990135539
199.3628870,10.844196063233882,40.96089225407989
199.5628497,10.992507238061055,40.79352641933962
199.7628125,11.141022629260144,40.62829887560985
199.9627753,11.28993342652861,40.46542382286774
200.1627381,11.439444163560893,40.305142404453925
200.3627008,11.589733587367816,40.14769313771178
200.5626636,11.740978661436609,39.99332983450394
200.7626264,11.893333408272229,39.84230518159149
200.9625892,12.04695147802499,39.69489233569995
201.1625519,12.201972126450327,39.55136873316591
201.3625147,12.358509066724094,39.412008470993634
201.5624775,12.516678159351136,39.2770976383519
201.7624403,12.676573525991937,39.1469277737131
201.9624030,12.838270331182708,39.02179051505348
202.1623658,13.001856159967708,38.90195086877952
202.3623286,13.16738250906704,38.787668336150816
202.5622914,13.334798690885156,38.679258346527924
202.7622541,13.504272439026455,38.57693979026159
202.9622169,13.676363208699437,38.480605442746366
203.1621797,13.851745771088632,38.38992498969088
203.3621425,14.030918551465497,38.304506133234945
203.5621052,14.213751437423857,38.224129792879054
203.7620680,14.39984124232058,38.14883771988984
203.9620308,14.588909313251147,38.07858900559746
204.1619936,14.780719286871811,38.013334572736746
204.3619563,14.975005535997617,37.953011055361884
204.5619191,15.17152001098603,37.89758965980972
204.7618819,15.37002667095184,37.84700714372176
204.9618447,15.570322787606626,37.80123073809828
205.1618074,15.772179577658077,37.76020753897062
205.3617702,15.975263353728343,37.72392070902085
205.5617330,16.17926659759074,37.69241230427414
205.7616958,16.383982026048805,37.66569687526701
205.9616585,16.58928067926448,37.64380765169412
206.1616213,16.79508395673996,37.626738226141924
206.3615841,17.001302175893656,37.61449023646201
206.5615469,17.207836824702802,37.60705740294554
206.7615096,17.414595598852948,37.6044237674796
206.9614724,17.621484839947154,37.606577653240954
207.1614352,17.82840450320206,37.613486195509694
207.3613980,18.03528032424805,37.625139615554346
207.5613607,18.242073480293445,37.64149592245852
207.7613235,18.4488178931243,37.66252696317072
207.9612863,18.6555007904754,37.68812729133857
208.1612491,18.861918520192727,37.718207515517
208.3612118,19.068042032135356,37.752753965297856
208.5611746,19.27398020474492,37.791669131253535
208.7611374,19.47841463667131,37.83446077754051
208.9611002,19.679012233068537,37.88100651588176
209.1610629,19.873891931227543,37.93153481087404
209.3610257,20.06166958826221,37.986532340976694
209.5609885,20.24158644121555,38.04657880997843
209.7609513,20.41394331990537,38.11262119497433
209.9609140,20.580207456038135,38.18565573034757
210.1608768,20.74239142348805,38.266838658499665
210.3608396,20.90223964626646,38.35673378581258
210.5608024,21.059711481209686,38.45488365022062
210.7607651,21.214102201810555,38.560684147997264
210.9607279,21.365017236257682,38.67373425936196
211.1606907,21.512518919729928,38.79397222831621
211.3606535,21.657125467364473,38.92149994083108
211.5606163,21.7992459604193,39.05618868972784
211.7605790,21.939160174164265,39.19771004903921
211.9605418,22.07708385753516,39.345671776838614
212.1605046,22.213156501314895,39.499453647392464
212.3604674,22.34725455917141,39.65824892980086
212.5604301,22.479247822206016,39.82135607673558
212.7603929,22.609119759976487,39.98829625893569
212.9603557,22.736989768506294,40.158807999614865
213.1603185,22.863108537107866,40.332703933790626
213.3602812,22.987696974061382,40.5097527692209
213.5602440,23.110979513129582,40.68972671502979
213.7602068,23.2332005751801,40.872417599834
213.9601696,23.35462225137607,41.05760287469789
214.1601323,23.47548954366685,41.245081497862586
214.3600951,23.596107490028125,41.43469170695766
214.5600579,23.71671993496118,41.626123781210254
214.7600207,23.83730214492273,41.818695271466886
214.9599834,23.957648562128252,42.01190711272714
215.1599462,24.077707107515742,42.20559135565759
215.3599090,24.197482970548737,42.39969314956252
215.5598718,24.31704271181036,42.594199819581334
215.7598345,24.43644050488644,42.78908313455877
215.9597973,24.555711493846882,42.984314602495175
216.1597601,24.67490427391061,43.179864840777924
216.3597229,24.7940567577123,43.37571248944582
216.5596856,24.91321758514797,43.571828222528445
216.7596484,25.0324343277725,43.76818073909595
216.9596112,25.15174281036043,43.96471850827347
217.1595740,25.27111746485998,44.16132781818576
217.3595367,25.39050378267767,44.35791640981285
217.5594995,25.509884158429013,44.55447347947801
217.7594623,25.62925452886006,44.751003395973825
217.9594251,25.748609163095292,44.94750914877058
218.1593878,25.86794208986213,45.143994213736676
218.3593506,25.987247967953845,45.34046205793134
218.5593134,26.106520910750042,45.536916142018455
218.7592762,26.225755295867234,45.73335973591491
218.9592389,26.344945478209027,45.9297963595482
219.1592017,26.46408582408506,46.12622946794709
219.3591645,26.583170632859026,46.32266243667752
219.5591273,26.702194735862484,46.51909838901629
219.7590900,26.82115287117045,46.71554050071877
219.9590528,26.94003882112693,46.91199233393632
220.1590156,27.058845493232713,47.10845796605058
220.3589784,27.177568358985432,47.30494007384445
220.5589411,27.2962008627613,47.50144285099696
220.7589039,27.4147382225943,47.69796933178792
220.9588667,27.533173311082752,47.894521991752974
221.1588295,27.651501032099734,48.09110363676152
221.3587922,27.76971550905108,48.28772489958719
221.5587550,27.88781198218518,48.48437868378977
221.7587178,28.005764543986025,48.68103961400676
221.9586806,28.123528146718318,48.87767507841719
222.1586433,28.24104983534141,49.07426182577597
222.3586061,28.358285571627523,49.27081465609074
222.5585689,28.475210478380887,49.46735765530451
222.7585317,28.59178769821069,49.663906126562786
222.9584944,28.707983114047835,49.86048826548491
223.1584572,28.823788360705148,50.05713580824854
223.3584200,28.93914763788262,50.25382099044876
223.5583828,29.05397385056559,50.4505450340096
223.7583455,29.168356766022264,50.647589385480345
223.9583083,29.28227851981602,50.844629244652666
224.1582711,29.394652421629246,51.03998755647942
224.3582339,29.503657151514012,51.232139710501365
224.5581966,29.60759201346081,51.4203332312433
224.7581594,29.70501591793908,51.60457941515992
224.9581222,29.794889534182925,51.78534044206094
225.1580850,29.87625159524886,51.96269288667923
225.3580477,29.94808144005469,52.136529355107825
225.5580105,30.009547450633317,52.306772266211354
225.7579733,30.059931672882993,52.47331338254472
225.9579361,30.098758356023385,52.63603189641076
226.1578988,30.125749573129802,52.7955564247242
226.3578616,30.140995620439043,52.95257488939738
226.5578244,30.14445511549491,53.1069545575318
226.7577872,30.136226286024684,53.257357799929856
226.9577499,30.116606817524048,53.40097207126817
227.1577127,30.086220270771488,53.53448710076391
227.3576755,30.046190001087272,53.65481454124294
227.5576383,29.99653209556991,53.762459172798906
227.7576010,29.93706528406143,53.86006786887717
227.9575638,29.867524690167155,53.94888963325532
228.1575266,29.783714151342945,54.032547024027906
228.3574894,29.675211864997223,54.11906158275002
228.5574521,29.539820602888874,54.21149426915957
228.7574149,29.384234825349996,54.30600438515053
228.9573777,29.216559739356047,54.399252134363216
229.1573405,29.042307922881825,54.488241353997
229.3573033,28.86183022982477,54.57288318505723
229.5572660,28.674886754282802,54.65418024388793
229.7572288,28.482200966661456,54.73258600936814
229.9571916,28.284299980057785,54.808563274129526
230.1571544,28.081486052896544,54.88272077829087
230.3571171,27.874176259222246,54.95571986351582
230.5570799,27.66267343159931,55.02820753459387
230.7570427,27.44708698816106,55.101051761409586
230.9570055,27.228279312886364,55.1750682459388
231.1569682,27.007802626305423,55.25024560466731
231.3569310,26.786992765979104,55.326422761574975
231.5568938,26.566577516148147,55.40337798278145
231.7568566,26.346631609793008,55.48099922040616
231.9568193,26.12702300813503,55.55930726492142
232.1567821,25.907770922578287,55.63827537353668
232.3567449,25.688892603457298,55.71785973928974
232.5567077,25.47036761132991,55.79803350962008
232.7566704,25.252212556890548,55.87875883890612
232.9566332,25.034425633277593,55.95998882762945
233.1565960,24.816886548538875,56.04173048321977
233.3565588,24.60005702335219,56.123819180313575
233.5565215,24.385309214830638,56.20550273989714
233.7564843,24.173517626068865,56.28575021604479
233.9564471,23.96469453143393,56.36365265592616
234.1564099,23.758645209795848,56.4384161611257
234.3563726,23.555148337067635,56.50937752853273
234.5563354,23.354091934085556,56.57583638144131
234.7562982,23.15541817591531,56.63711603909251
234.9562610,22.95905065123254,56.692556080991615
235.1562237,22.765137857394365,56.74154166818015
235.3561865,22.573865779640307,56.78338818982811
235.5561493,22.384495627373568,56.817609000111986
235.7561121,22.195759683688927,56.84413027026827
235.9560748,22.00623267389176,56.86297545531488
236.1560376,21.81516128015138,56.87446344968402
236.3560004,21.622927851013724,56.87870789758552
236.5559632,21.430059422520227,56.87579884584014
236.7559259,21.23666699358416,56.865708112417124
236.9558887,21.041057189415692,56.84831532389625
237.1558515,20.84115749512899,56.824146999802885
237.3558143,20.636348139609304,56.794001880445734
237.5557770,20.426362975824443,56.75877133902815
237.7557398,20.21105112598169,56.719537698214616
237.9557026,19.99132598530604,56.677741915281686
238.1556654,19.768877606647308,56.63449746669249
238.3556281,19.54502499805777,56.590520874826204
238.5555909,19.320499033000967,56.54608939210948
238.7555537,19.0952319551311,56.50133055545471
238.9555165,18.869039417173216,56.456457832332326
239.1554792,18.64192301182495,56.41167360975857
239.3554420,18.41385932913746,56.36717357188077
239.5554048,18.184794804169663,56.323162287245054
239.7553676,17.954723291608936,56.27985572503921
239.9553303,17.723604213357934,56.2374503112467
240.1552931,17.49131902160908,56.19614980046144
240.3552559,17.2585333887895,56.156315759648734
240.5552187,17.026722691312425,56.118072438519384
240.7551814,16.79684431416423,56.08110257475078
240.9551442,16.569209197411475,56.04491524399679
241.1551070,16.34390245275033,56.00903003757405
241.3550698,16.120970188213217,55.97287033276383
241.5550325,15.90051617516139,55.93591461811399
241.7549953,15.682650375971196,55.897685331782206
241.9549581,15.467481867579396,55.857729286169764
242.1549209,15.255148661017314,55.815607778533426
242.3548836,15.045800148505611,55.77088663801224
242.5548464,14.839529053362751,55.723131376128805
242.7548092,14.635749406938604,55.67169721783559
242.9547720,14.43276265743565,55.61598060998389
243.1547347,14.229401107656066,55.556034660243036
243.3546975,14.025589896264991,55.4921599936543
243.5546603,13.8213089552838,55.424627527097954
243.7546231,13.61649969207257,55.35371910561098
243.9545858,13.41109571026696,55.27973618671701
244.1545486,13.205029348434161,55.20299594183654
244.3545114,12.998247331324036,55.1237959866372
244.5544742,12.790610415462023,55.042406435378304
244.7544369,12.581978239121819,54.959160467236515
